scenario_id,location,timezone,weather_year,random_seed,pv_capacity_kwp,wind_capacity_kw,annual_load_kwh,peak_load_kw,reliability_target_load_served,round_trip_efficiency,usable_soc_window_fraction,feasible,optimal_n_modules,optimal_capacity_kwh,reference_lpsp,reference_system_lcoe_eur_per_kwh,reference_renewable_share,reference_annualized_cost,infeasibility_reason,mechanistic_optimization_runtime_seconds,annual_pv_kwh,annual_wind_kwh,annual_renewable_kwh
80,jinan,Asia/Shanghai,2023,4200206,3045.142262183243,609.7900642385855,1467840.739845306,1160.7947164567129,0.9927522020586472,0.9357024743056171,0.851993376740146,True,9,2250.0,0.0,0.2982285507368125,0.9708405459769732,87415.58810168323,,0.294438848000027,3912043.58056066,807377.2922466127,4719420.872807273
81,jinan,Asia/Shanghai,2023,4200207,2015.8307668792877,1248.7598287661676,3294039.7390038213,1076.235950522529,0.9982183837531248,0.9022052548131524,0.8473046435403776,True,22,5500.0,0.0,0.2454318552701105,0.883747074569461,213682.5486930034,,0.3049536329999682,2589704.234511801,1653389.2372852727,4243093.471797073
82,jinan,Asia/Shanghai,2023,4200208,2533.915557635134,1141.562898702767,2199210.239533049,1084.993871511845,0.9986456365706596,0.9449652699010253,0.8835719993251469,True,14,3500.0,0.0,0.2553032049340948,0.9603076477684392,135979.80371372943,,0.282879874000173,3255279.1421384187,1511457.8215285947,4766736.963667014
83,jinan,Asia/Shanghai,2023,4200209,1689.3087060944365,1901.2669178073909,1469667.8930885775,1037.1910385968686,0.9923185135456384,0.9579947948938304,0.849213595791873,True,9,2250.0,0.0,0.3457336577932553,0.9754406447642524,87415.58810168323,,0.3003915720000805,2170226.777688817,2517324.938467343,4687551.71615616
84,jinan,Asia/Shanghai,2023,4200210,3157.115512575089,588.6646227762787,4015851.6005386063,1068.233440753541,0.9922112976869548,0.9007671674740496,0.705436426699517,True,34,8500.0,0.0,0.2437616976915207,0.8826599395048371,330236.6661619144,,0.2995572040001661,4055893.7516445783,779406.6795298432,4835300.431174422
85,jinan,Asia/Shanghai,2023,4200211,1538.191468714204,1041.7744144103824,2099484.7570223715,1086.400316292826,0.9923463340320235,0.8938178391703343,0.7492704483566454,True,16,4000.0,0.0,0.2599197126060667,0.9206219091102282,155405.48995854793,,0.2850169509999887,1976088.9780375292,1379335.3732135685,3355424.351251098
86,jinan,Asia/Shanghai,2023,4200212,1150.7483684173649,371.3375690065534,1203011.0850724056,703.5429440505061,0.996923183231684,0.9460119798519852,0.70642981756057,True,10,2500.0,0.0,0.2477486416843185,0.938317130411376,97128.43122409248,,0.2784230489999117,1478347.2757296448,491660.2262916633,1970007.502021308
87,jinan,Asia/Shanghai,2023,4200213,1736.7757893922255,1567.3574941515103,2422599.3642376466,1201.081445559973,0.99450188684382,0.9480483832941567,0.8699460382802454,True,15,3750.0,0.0,0.257277563492644,0.9280843125380234,145692.6468361387,,0.2801612500002193,2231206.94955439,2075220.5124735609,4306427.46202795
88,jinan,Asia/Shanghai,2023,4200214,2998.511163984537,745.7637379422649,3530987.9251464736,1284.9021565876085,0.998865420270488,0.9615496129688664,0.8596896689656115,True,25,6250.0,0.0,0.2243140486884348,0.918632478672528,242821.0780602312,,0.2864220980000027,3852137.384837655,987409.8361169046,4839547.22095456
89,jinan,Asia/Shanghai,2023,4200215,1325.0931218907583,316.90420257789856,1491155.442747647,860.8136628566507,0.9901955111013367,0.956391290182248,0.7310794238514551,True,12,3000.0,0.0,0.2366179538146634,0.919743223674215,116554.11746891096,,0.2766494969998803,1702325.0787046107,419589.0880878767,2121914.1667924877
90,jinan,Asia/Shanghai,2023,4200216,1104.0449571581455,1873.231248020999,1294663.0836284584,1221.2105963422928,0.998567359110728,0.8810846676714332,0.8526038593553497,True,8,2000.0,0.0,0.3531277318968198,0.9632941270837708,77702.74497927396,,0.2853877360000751,1418348.180621385,2480205.010666091,3898553.1912874766
91,jinan,Asia/Shanghai,2023,4200217,1024.4221586990152,595.2432659637644,3658788.116383265,1239.6968203300548,0.9966073171118482,0.8993719373361235,0.8719122266837797,True,8,2000.0,0.0,0.3314380069443459,0.5157853354574629,77702.74497927396,,0.2864949450001859,1316058.0966911218,788116.9676025112,2104175.064293633
92,jinan,Asia/Shanghai,2023,4200218,1634.6015690290433,1733.0999289545337,2481007.869299994,899.5936425331334,0.9983400343927316,0.9032104608233016,0.838585318117171,True,17,4250.0,0.0,0.2683813786098628,0.9263183357925262,165118.33308095718,,0.2763064309999663,2099945.4292522147,2294667.6403776794,4394613.069629895
93,jinan,Asia/Shanghai,2023,4200219,3461.937859871432,471.0769170374063,1668532.1407135744,957.904952067057,0.9930576235297413,0.8864120029629932,0.7950611235767209,True,12,3000.0,0.0,0.2898417786005812,0.9709273448269428,116554.11746891096,,0.2798986170000717,4447493.947721176,623717.6169678182,5071211.564688994
94,jinan,Asia/Shanghai,2023,4200220,2761.312038931867,713.2203207473398,2975748.450777214,1137.9843706793208,0.9946806472103534,0.9558458771925824,0.7892778984287419,True,22,5500.0,0.0,0.2344802012040228,0.927729181906067,213682.5486930034,,0.2820269239998652,3547411.6168495244,944321.5380350088,4491733.154884533
95,jinan,Asia/Shanghai,2023,4200221,3358.92548468031,1371.430261491926,1814263.986192022,1179.347637638141,0.9944033867174772,0.8927475071175615,0.7305380267682842,True,13,3250.0,0.0,0.3337225390647657,0.9749690122763898,126266.9605913202,,0.282096410999884,4315155.663861884,1815807.957466473,6130963.621328357
96,jinan,Asia/Shanghai,2023,4200222,1244.882743655878,1021.785181389294,3288581.4630928766,1100.8176830371397,0.9934005387977354,0.9277397061642771,0.8187031184884385,True,18,4500.0,0.0,0.2925064246251508,0.728568375175108,174831.17620336646,,0.2882178099998782,1599280.1408161805,1352869.128882735,2952149.2696989155
97,jinan,Asia/Shanghai,2023,4200223,593.2088002095198,905.3078778380948,2260972.182099756,964.036682178286,0.9916318931288928,0.9407331477165284,0.7526950856378635,True,10,2500.0,0.0,0.318208547453273,0.6551171929198748,97128.43122409248,,0.2856070430000272,762085.472199885,1198650.2665816932,1960735.738781578
98,jinan,Asia/Shanghai,2023,4200224,3478.4238718113347,814.7688719629211,2063139.7215863236,795.1255966600376,0.9947992482884852,0.896012123946653,0.822621883798828,True,14,3500.0,0.0,0.2758331539930999,0.967996923547127,135979.80371372943,,0.2807006789998922,4468673.252865464,1078774.3589650723,5547447.611830536
99,jinan,Asia/Shanghai,2023,4200225,598.429998493186,702.8386619487125,2222591.2034154558,647.5519738062445,0.9934665096362038,0.9105106966542592,0.7655847767061408,True,7,1750.0,0.0,0.3245208989664603,0.602418571525523,67989.90185686472,,0.2821884649999902,768793.0587327409,930575.9622025624,1699369.020935303
