n_modules,nominal_battery_capacity_kwh,usable_battery_capacity_kwh,rated_battery_power_kw,annual_load_kwh,peak_load_kw,annual_pv_kwh,annual_wind_kwh,total_renewable_kwh,direct_renewable_consumption_kwh,load_served_kwh,load_served_fraction,lpsp,unserved_energy_kwh,hours_with_unmet_load,curtailed_energy_kwh,renewable_utilization,battery_charge_kwh,battery_discharge_kwh,battery_losses_kwh,battery_self_discharge_kwh,min_soc_kwh,max_soc_kwh,mean_soc_kwh,battery_throughput_kwh,equivalent_full_cycles,initial_cost_eur,replacement_cost_eur,present_value_cost_eur,equivalent_annual_cost_eur,cost_per_kwh_served_eur,candidate_runtime_seconds,diesel_rated_power_kw,diesel_annual_energy_kwh,diesel_annual_fuel_l,diesel_annual_fuel_cost_eur,diesel_annualized_capital_cost_eur,still_unserved_energy_kwh,lpsp_after_diesel,renewable_share,pv_annualized_cost_eur,wind_annualized_cost_eur,battery_annualized_cost_eur,total_annualized_cost_eur,system_lcoe_eur_per_kwh
37,9250.0,7862.5,4625.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3463779.1768181417,0.7697287059595871,0.23027129404041294,1036220.8231818582,2833,630247.7565871933,0.8483782206917733,1235013.6872149953,1172330.6844706936,61726.464265526534,1040.1474379751144,925.0,8787.5,3425.999538523623,2407344.371685689,149.10406161789425,2775000.0,2775000.0,4478609.278575607,359375.1955291421,0.10375234019948909,0.002223867000111568,1499.2888981291467,1036220.8231818582,600868.0122749067,540781.2110474161,145050.8309747663,0.0,0.0,0.7697287059595871,120005.65986027101,183122.10171180282,359375.1955291421,1348334.9991233982,0.2996299998051996
38,9500.0,8075.0,4750.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3469934.712600843,0.7710966028001873,0.22890339719981248,1030065.2873991561,2818,623741.5053842466,0.8499434613034319,1241519.9384179418,1178486.2202533956,62051.116901230285,1068.1077480161955,950.0,9025.0,3518.0941837637893,2420006.158671337,145.9425659756527,2850000.0,2850000.0,4599652.772591163,369088.03865155135,0.10636743028946108,0.002282386999922892,1499.2888981291467,1030065.2873991561,597521.9942610727,537769.7948349655,145050.8309747663,0.0,0.0,0.7710966028001875,120005.65986027101,183122.10171180282,369088.03865155135,1355036.4260333572,0.30111920578519047
39,9750.0,8287.5,4875.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3475931.2198358346,0.7724291599635188,0.22757084003648118,1024068.7801641653,2804,617402.7038140105,0.851468417739557,1247858.739988178,1184482.7274883864,62367.39831793381,1095.8977555078172,975.0,9262.5,3609.627892703421,2432341.4674765645,142.92400935003155,2925000.0,2925000.0,4720696.26660672,378800.8817739606,0.10897824433702433,0.002318404000106966,1499.2888981291467,1024068.7801641653,594337.2143507283,534903.4929156555,145050.8309747663,0.0,0.0,0.7724291599635188,120005.65986027101,183122.10171180282,378800.8817739606,1361882.9672364562,0.30264065938587914
40,10000.0,8500.0,5000.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3481637.4221021747,0.7736972049115943,0.22630279508840556,1018362.577897825,2782,611369.210560348,0.8529199246636248,1253892.2332418403,1190188.9297547266,62668.40751071634,1123.793746397453,1000.0,9500.0,3701.510685878094,2444081.162996567,140.02222702996784,3000000.0,3000000.0,4841739.760622278,388513.7248963699,0.11158936953917205,0.002385822999940501,1499.2888981291467,1018362.577897825,590246.9128166509,531222.2215349858,145050.8309747663,0.0,0.0,0.7736972049115944,120005.65986027101,183122.10171180282,388513.7248963699,1367914.5389781957,0.30398100866182126
41,10250.0,8712.5,5125.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3486949.9100688417,0.7748777577930759,0.22512224220692398,1013050.0899311579,2766,605750.5033972044,0.85427164447315,1259510.940404984,1195501.417721394,62948.68603641959,1151.3884702202722,1025.0,9737.5,3792.401176622108,2455012.3581263777,137.21680547734795,3075000.0,3075000.0,4962783.254637835,398226.5680187791,0.11420484328405998,0.002302722999957041,1499.2888981291467,1013050.0899311579,586986.167484809,528287.5507363281,145050.8309747663,0.0,0.0,0.774877757793076,120005.65986027101,183122.10171180282,398226.5680187791,1374692.7113019475,0.30548726917821056
42,10500.0,8925.0,5250.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3492118.236448877,0.7760262747664172,0.22397372523358278,1007881.7635511225,2749,600283.6542477661,0.8555868310590348,1264977.7895544223,1200669.7441014294,63221.37435088256,1178.9220336104804,1050.0,9975.0,3883.090219375015,2465647.5336558516,134.5288228685075,3150000.0,3150000.0,5083826.748653391,407939.41114118835,0.11681718187068618,0.002475646999982928,1499.2888981291467,1007881.7635511225,583638.7688225256,525274.8919402731,145050.8309747663,0.0,0.0,0.7760262747664173,120005.65986027101,183122.10171180282,407939.41114118835,1381392.8956283017,0.3069761990285115
43,10750.0,9137.5,5375.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3497156.1638179896,0.7771458141817755,0.22285418581822447,1002843.8361820101,2737,594954.3259355713,0.8568689335858065,1270307.1178666172,1205707.6714705415,63487.19300855853,1206.2536815673886,1075.0,10212.5,3973.1142004644194,2476014.7893371587,131.95159195300045,3225000.0,3225000.0,5204870.242668948,417652.2542635976,0.11942625227454223,0.002444982000042728,1499.2888981291467,1002843.8361820101,580934.0337206926,522840.6303486234,145050.8309747663,0.0,0.0,0.7771458141817755,120005.65986027101,183122.10171180282,417652.2542635976,1388671.477159061,0.30859366159090246
44,11000.0,9350.0,5500.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3502117.071307239,0.7782482380682754,0.2217517619317245,997882.9286927602,2721,589706.0366877612,0.8581315401492734,1275555.4071144273,1210668.5789597915,63748.95886173852,1233.521907097295,1100.0,10450.0,4062.9292830884237,2486223.9860742185,129.48327047698305,3300000.0,3300000.0,5325913.736684505,427365.0973860068,0.12203050003307964,0.0023932229998990806,1499.2888981291467,997882.9286927602,577759.7771862953,519983.7994676657,145050.8309747663,0.0,0.0,0.7782482380682755,120005.65986027101,183122.10171180282,427365.0973860068,1395527.4894005125,0.3101172198667806
45,11250.0,9562.5,5625.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3506948.0292885466,0.7793217842863437,0.2206782157136562,993051.9707114529,2701,584594.0214475169,0.8593613626095289,1280667.4223546716,1215499.5369410987,64003.89830591078,1261.1508106622623,1125.0,10687.5,4153.932353813418,2496166.95929577,127.11106268665085,3375000.0,3375000.0,5446957.230700063,437077.9405084161,0.12463199820987537,0.002251262000072529,1499.2888981291467,993051.9707114529,574129.0199078412,516716.1179170571,145050.8309747663,0.0,0.0,0.7793217842863438,120005.65986027101,183122.10171180282,437077.9405084161,1401972.6509723132,0.3115494779938474
46,11500.0,9775.0,5750.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3511701.7018296225,0.7803781559621383,0.2196218440378615,988298.2981703768,2687,579563.3551093161,0.8605716145673215,1285698.0886928723,1220253.2094821748,64254.770201501546,1288.8739117958107,1150.0,10925.0,4245.24568904197,2505951.298175047,124.8340879265652,3450000.0,3450000.0,5568000.724715618,446790.7836308253,0.12722913890950474,0.0023117680000268592,1499.2888981291467,988298.2981703768,571249.9773321999,514124.97959897993,145050.8309747663,0.0,0.0,0.7803781559621386,120005.65986027101,183122.10171180282,446790.7836308253,1409094.3557766452,0.3131320790614767
47,11750.0,9987.5,5875.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3516455.1796478815,0.7814344843661959,0.21856551563380397,983544.8203521179,2671,574532.8356537424,0.8617818311888434,1290728.608148446,1225006.6873004336,64505.633319363216,1316.5479239492574,1175.0,11162.5,4336.397336783721,2515735.2954488797,122.65398621280937,3525000.0,3525000.0,5689044.218731176,456503.6267532346,0.12981926497892868,0.0023727329999019275,1499.2888981291467,983544.8203521179,568126.7484968663,511314.0736471797,145050.8309747663,0.0,0.0,0.781434484366196,120005.65986027101,183122.10171180282,456503.6267532346,1415996.2929472544,0.31466584287716765
48,12000.0,10200.0,6000.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3520869.8213500446,0.7824155158555655,0.2175844841444344,979130.1786499548,2660,569859.6826054757,0.8629060744293028,1295401.761196713,1229421.329002597,64738.64531377125,1343.7645795447527,1200.0,11400.0,4426.042560246416,2524823.09019931,120.53150284339185,3600000.0,3600000.0,5810087.712746733,466216.46987564384,0.13241513987497486,0.0025258670000312122,1499.2888981291467,979130.1786499548,565697.4587498554,509127.7128748699,145050.8309747663,0.0,0.0,0.7824155158555656,120005.65986027101,183122.10171180282,466216.46987564384,1423522.7752973537,0.31633839451052304
49,12250.0,10412.5,6125.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3525209.7818022836,0.7833799515116185,0.21662004848838126,974790.2181977157,2646,565264.9369128679,0.8640114548294718,1299996.5068893204,1233761.289454836,64967.73189378846,1371.035846646184,1225.0,11637.5,4515.867661085201,2533757.7963441564,118.48847917933598,3675000.0,3675000.0,5931131.20676229,475929.31299805304,0.13500737330722243,0.002554203000045163,1499.2888981291467,974790.2181977157,562920.189348068,506628.17041326116,145050.8309747663,0.0,0.0,0.7833799515116188,120005.65986027101,183122.10171180282,475929.31299805304,1430736.0759581542,0.31794135021292314
50,12500.0,10625.0,6250.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3529529.382591588,0.7843398627981306,0.21566013720186925,970470.6174084116,2634,560691.274587636,0.8651117631010345,1304570.1692145525,1238080.89024414,65195.7557205286,1398.710279883632,1250.0,11875.0,4607.020695779938,2542651.0594586926,116.525260258272,3750000.0,3750000.0,6052174.700777847,485642.15612046234,0.1375940255705919,0.0022977759999776026,1499.2888981291467,970470.6174084116,560392.1625848677,504352.94632638094,145050.8309747663,0.0,0.0,0.7843398627981307,120005.65986027101,183122.10171180282,485642.15612046234,1438173.6949936836,0.3195941544430408
51,12750.0,10837.5,6375.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3533484.844234728,0.785218854274384,0.21478114572561588,966515.1557652715,2625,556500.7578184343,0.8661198961758872,1308760.6859837542,1242036.3518872801,65404.61835016689,1426.6971942572197,1275.0,12112.5,4699.202969395196,2550797.0378710344,114.60543039328998,3825000.0,3825000.0,6173218.194793403,495354.99924287153,0.14018879974852536,0.00239033599996219,1499.2888981291467,966515.1557652715,558320.0652938817,502488.05876449356,145050.8309747663,0.0,0.0,0.7852188542743841,120005.65986027101,183122.10171180282,495354.99924287153,1446021.6505542053,0.3213381445676012
52,13000.0,11050.0,6500.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3537204.2465829803,0.7860453881295512,0.2139546118704488,962795.7534170196,2614,552557.8616124556,0.8670684579631047,1312703.582189733,1245755.7542355321,65601.07865563464,1455.3778679665502,1300.0,12350.0,4793.670322103466,2558459.3364252653,112.738077306383,3900000.0,3900000.0,6294261.688808961,505067.84236528084,0.14278729956099873,0.0023231340001075296,1499.2888981291467,962795.7534170196,556061.8044279328,500455.62398513954,145050.8309747663,0.0,0.0,0.7860453881295512,120005.65986027101,183122.10171180282,505067.84236528084,1453702.0588972606,0.323044901977169
53,13250.0,11262.5,6625.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3540923.636408128,0.7868719192018062,0.21312808079819373,959076.3635918718,2607,548615.1617623293,0.8680169725120362,1316646.282039859,1249475.14406068,65797.53366393155,1484.000442647698,1325.0,12587.5,4887.946310362147,2566121.426100539,110.94118926176958,3975000.0,3975000.0,6415305.182824518,514780.68548769003,0.14538034093552993,0.0024595150000550348,1499.2888981291467,959076.3635918718,554292.0149656781,498862.8134691103,145050.8309747663,0.0,0.0,0.7868719192018063,120005.65986027101,183122.10171180282,514780.68548769003,1461822.0915036404,0.32484935366747564
54,13500.0,11475.0,6750.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3544642.9619210814,0.7876984359824626,0.21230156401753728,955357.0380789178,2600,544672.486293898,0.8689654811953444,1320588.9575082907,1253194.4695736337,65993.98638414536,1512.6531056115728,1350.0,12825.0,4982.321402302846,2573783.4270819244,109.21084702166743,4050000.0,4050000.0,6536348.676840074,524493.5286100993,0.14796794324408935,0.002250921000040762,1499.2888981291467,955357.0380789178,552522.2413242231,497270.0171918008,145050.8309747663,0.0,0.0,0.7876984359824627,120005.65986027101,183122.10171180282,524493.5286100993,1469942.1383487403,0.3266538085219423
55,13750.0,11687.5,6875.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3548362.1298422148,0.7885249177427144,0.21147508225728548,951637.8701577847,2591,540729.8670984316,0.8699139763407908,1324531.576703757,1256913.6374947669,66190.43358552003,1541.305166469696,1375.0,13062.5,5076.694511051588,2581445.214198524,107.54341283377684,4125000.0,4125000.0,6657392.170855632,534206.3717325086,0.1505501276884226,0.002372809000007692,1499.2888981291467,951637.8701577847,550508.2722888509,495457.4450599658,145050.8309747663,0.0,0.0,0.7885249177427145,120005.65986027101,183122.10171180282,534206.3717325086,1477842.4093393146,0.3284094242976255
56,14000.0,11900.0,7000.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3552081.215403742,0.7893513812008316,0.2106486187991683,947918.7845962574,2582,536787.2929342914,0.8708624606528311,1328474.150867897,1260632.7230562945,66386.87750710925,1569.9822392935828,1400.0,13300.0,5171.150003295285,2589106.8739241916,105.9355229459071,4200000.0,4200000.0,6778435.664871188,543919.2148549177,0.1531269083871704,0.0022702500000377768,1499.2888981291467,947918.7845962574,548494.3235139416,493644.89116254746,145050.8309747663,0.0,0.0,0.7893513812008317,120005.65986027101,183122.10171180282,543919.2148549177,1485742.6985643054,0.3301650441254012
57,14250.0,12112.5,7125.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3555669.3195409738,0.790148737675772,0.20985126232422802,944330.6804590261,2574,532982.8334663581,0.8717777180382087,1332278.6103358304,1264220.8271935256,66576.42160492702,1598.5584308275745,1425.0,13537.5,5265.273216442657,2596499.437529356,104.37323650720542,4275000.0,4275000.0,6899479.158886746,553632.057977327,0.15570403438101474,0.0024159520000921475,1499.2888981291467,944330.6804590261,546634.7132501616,491971.24192514544,145050.8309747663,0.0,0.0,0.790148737675772,120005.65986027101,183122.10171180282,553632.057977327,1493781.8924493126,0.3319515316554028
58,14500.0,12325.0,7250.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3559181.282717407,0.7909291739372016,0.20907082606279828,940818.7172825923,2564,529258.2968398051,0.8726737479954981,1336003.1469623835,1267732.7903699595,66761.96399451545,1627.14303620866,1450.0,13775.0,5359.42414280942,2603735.9373323433,102.85864424908394,4350000.0,4350000.0,7020522.652902302,563344.9010997363,0.15827935032003396,0.0023067590000209748,1499.2888981291467,940818.7172825923,544549.5995012328,490094.6395511096,145050.8309747663,0.0,0.0,0.7909291739372017,120005.65986027101,183122.10171180282,563344.9010997363,1501618.1331976862,0.3336929184883747
59,14750.0,12537.5,7375.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3562693.145429502,0.7917095878732227,0.20829041212677726,937306.8545704976,2554,525533.7954885215,0.8735697694664439,1339727.648313667,1271244.653082054,66947.50288101613,1655.881245846603,1475.0,14012.5,5454.081005254114,2610972.301395721,101.39538608829943,4425000.0,4425000.0,7141566.146917859,573057.7442221455,0.16084959350409067,0.0022856660000343254,1499.2888981291467,937306.8545704976,542464.5104665314,488218.05941987823,145050.8309747663,0.0,0.0,0.7917095878732228,120005.65986027101,183122.10171180282,573057.7442221455,1509454.396188864,0.335434310264192
60,15000.0,12750.0,7500.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3566204.632558693,0.7924899183463763,0.20751008165362358,933795.3674413061,2541,521809.3211161161,0.8744657844469493,1343452.1226860725,1274756.1402112457,67133.03132737149,1684.8086754553467,1500.0,14250.0,5549.361113507043,2618208.262897318,99.98087374205849,4500000.0,4500000.0,7262609.640933417,582770.5873445548,0.163414791743576,0.002406930999995893,1499.2888981291467,933795.3674413061,540013.1625829661,486011.84632466955,145050.8309747663,0.0,0.0,0.7924899183463764,120005.65986027101,183122.10171180282,582770.5873445548,1516961.0262160646,0.33710245027023655
61,15250.0,12962.5,7625.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3569695.739570291,0.7932657199045091,0.20673428009549083,930304.2604297088,2535,518107.1701727672,0.8753564289711564,1347154.2736294214,1278247.247222843,67317.46509000838,1713.13268266983,1525.0,14487.5,5642.65369117835,2625401.5208522645,98.61116661314122,4575000.0,4575000.0,7383653.134948973,592483.430466964,0.16597589085793776,0.0022515579998980684,1499.2888981291467,930304.2604297088,538421.6477735974,484579.48299623764,145050.8309747663,0.0,0.0,0.7932657199045092,120005.65986027101,183122.10171180282,592483.430466964,1525241.5060100418,0.3389425568911204
62,15500.0,13175.0,7750.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3572780.9552424755,0.7939513233872167,0.2060486766127831,927219.0447575239,2525,514832.8694052858,0.8761441434900372,1350428.5743969027,1281332.4628950278,67480.52105611129,1740.7040928636682,1550.0,14725.0,5733.467392343187,2631761.0372919305,97.25483589336075,4650000.0,4650000.0,7504696.62896453,602196.2735893733,0.16855113177474487,0.0023235369999383693,1499.2888981291467,927219.0447575239,536441.5139107138,482797.36251964245,145050.8309747663,0.0,0.0,0.7939513233872169,120005.65986027101,183122.10171180282,602196.2735893733,1533172.228655856,0.34070493970130133
63,15750.0,13387.5,7875.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3575533.4702149294,0.7945629933810955,0.20543700661890454,924466.5297850705,2513,511908.6405872388,0.8768476394911934,1353352.8032149496,1284084.977867481,67626.06998656555,1768.2319338531377,1575.0,14962.5,5824.137586858168,2637437.781082431,95.91671169878477,4725000.0,4725000.0,7625740.122980087,611909.1167117825,0.17113785168259102,0.0024628030000712897,1499.2888981291467,924466.5297850705,534298.9902584588,480869.0912326129,145050.8309747663,0.0,0.0,0.7945629933810955,120005.65986027101,183122.10171180282,611909.1167117825,1540956.8004912357,0.34243484455360795
64,16000.0,13600.0,8000.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3578217.8115768977,0.795159513683755,0.20484048631624485,921782.1884231018,2503,509056.5625057462,0.8775337778374582,1356204.8812964424,1286769.3192294498,67768.02098151155,1795.5261478808716,1600.0,15200.0,5914.038269444552,2642974.200525892,94.61539111981249,4800000.0,4800000.0,7746783.616995644,621621.9598341917,0.17372390183264078,0.0025919189999967784,1499.2888981291467,921782.1884231018,532417.4714758884,479175.7243282996,145050.8309747663,0.0,0.0,0.7951595136837551,120005.65986027101,183122.10171180282,621621.9598341917,1548976.2767093314,0.34421695037985145
65,16250.0,13812.5,8125.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3580902.1537581487,0.7957560341684775,0.2042439658315224,919097.8462418509,2496,506204.49082951166,0.8782199146427789,1359056.952972677,1289453.661410701,67909.97183555641,1822.910320669754,1625.0,15437.5,6004.235254902104,2648510.614383378,93.35411123335392,4875000.0,4875000.0,7867827.1110112015,631334.802956601,0.1763060747957094,0.0028041150001172355,1499.2888981291467,919097.8462418509,530902.3037340322,477812.073360629,145050.8309747663,0.0,0.0,0.7957560341684776,120005.65986027101,183122.10171180282,631334.802956601,1557325.46886407,0.3460723264142378
66,16500.0,14025.0,8250.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3583586.3785077147,0.7963525285572699,0.20364747144272988,916413.6214922845,2487,503352.4474789939,0.8789060446336437,1361908.9963231946,1292137.8861602673,68051.91892169643,1850.3180513309035,1650.0,15675.0,6094.509834418174,2654046.882483462,92.13104357648965,4950000.0,4950000.0,7988870.605026757,641047.6460790102,0.17888438518564656,0.0028580769999280164,1499.2888981291467,916413.6214922845,529142.9307188655,476228.63764697895,145050.8309747663,0.0,0.0,0.7963525285572701,120005.65986027101,183122.10171180282,641047.6460790102,1565454.8762728292,0.34787886139396207
67,16750.0,14237.5,8375.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3586269.9729707427,0.7969488828823873,0.20305111711761248,913730.0270292561,2477,500500.43235133763,0.8795921678347969,1364761.0114508509,1294821.4806232955,68193.84891941203,1878.389123043534,1675.0,15912.5,6186.9693023949285,2659582.4920741464,90.94444113245271,5025000.0,5025000.0,8109914.099042315,650760.4892014195,0.18145886787835772,0.0022427159999551805,1499.2888981291467,913730.0270292561,527261.5956734342,474535.4361060908,145050.8309747663,0.0,0.0,0.7969488828823875,120005.65986027101,183122.10171180282,650760.4892014195,1573474.5178543506,0.34966100396763344
68,17000.0,14450.0,8500.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3588953.024385981,0.797545116530218,0.20245488346978194,911046.9756140187,2468,497648.5409657723,0.8802782612667113,1367612.9028364161,1297504.5320385331,68335.76167642123,1906.7667736619167,1700.0,16150.0,6280.438568745387,2665117.434874949,89.79270117913724,5100000.0,5100000.0,8230957.593057872,660473.3323238287,0.1840295283432489,0.00242348699998729,1499.2888981291467,911046.9756140187,525502.5112985122,472952.260168661,145050.8309747663,0.0,0.0,0.7975451165302181,120005.65986027101,183122.10171180282,660473.3323238287,1581604.1850393298,0.3514675966754066
69,17250.0,14662.5,8625.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3591636.037550469,0.798141341677882,0.20185865832211788,908363.9624495305,2459,494796.74846827256,0.8809643309086409,1370464.695333916,1300187.5452030213,68477.67093583723,1935.191258557532,1725.0,16387.5,6374.062096124687,2670652.2405369375,88.67434238383777,5175000.0,5175000.0,8352001.087073429,670186.175446238,0.1865963500865504,0.002746078999962265,1499.2888981291467,908363.9624495305,523743.4363332746,471369.0926999471,145050.8309747663,0.0,0.0,0.7981413416778821,120005.65986027101,183122.10171180282,670186.175446238,1589733.8606930252,0.3532741912651167
70,17500.0,14875.0,8750.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3594318.9361527613,0.7987375413672803,0.2012624586327196,905681.0638472382,2452,491944.96911186294,0.8816503973891543,1373316.4746903256,1302870.4438053132,68619.57688637634,1963.708343135734,1750.0,16625.0,6467.9906249422165,2676186.9184956388,87.58792899531517,5250000.0,5250000.0,8473044.581088986,679899.0185686473,0.18915934580262608,0.002695635999998558,1499.2888981291467,905681.0638472382,522228.6237118424,470005.7613406582,145050.8309747663,0.0,0.0,0.7987375413672804,120005.65986027101,183122.10171180282,679899.0185686473,1598083.3724561457,0.35512963832358796
71,17750.0,15087.5,8875.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3597001.6516473056,0.7993337003660679,0.20066629963393198,902998.348352694,2443,489093.37242445437,0.8823364199240946,1376168.0713777342,1305553.159299858,68761.47345479552,1992.1000823809752,1775.0,16862.5,6561.506295897614,2681721.230677592,86.53210666444791,5325000.0,5325000.0,8594088.075104542,689611.8616910565,0.1917185279509776,0.002983888000017032,1499.2888981291467,902998.348352694,520469.62197341095,468422.65977606986,145050.8309747663,0.0,0.0,0.799333700366068,120005.65986027101,183122.10171180282,689611.8616910565,1606213.1140139666,0.35693624755865927
72,18000.0,15300.0,9000.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3599684.6083335625,0.7999299129630139,0.20007008703698603,900315.3916664371,2439,486242.4597355215,0.8830222779061826,1379018.984066667,1308236.1159861146,68903.35896974968,2019.8740108026611,1800.0,17100.0,6652.987044183035,2687255.1000527814,85.50562849582448,5400000.0,5400000.0,8715131.5691201,699324.7048134658,0.19427388254917452,0.0023389519999454933,1499.2888981291467,900315.3916664371,519321.14630558126,467389.03167502314,145050.8309747663,0.0,0.0,0.799929912963014,120005.65986027101,183122.10171180282,699324.7048134658,1614892.3290353292,0.35886496200785095
73,18250.0,15512.5,9125.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3602200.3611031333,0.8004889691340297,0.19951103086597025,897799.6388968661,2434,483567.9891661671,0.883665688346275,1381693.4546360215,1310751.8687556856,69036.43318823705,2047.150850348802,1825.0,17337.5,6742.830499339638,2692445.323391707,84.49649435975411,5475000.0,5475000.0,8836175.063135657,709037.5479358751,0.19683456689198164,0.0024207810001826147,1499.2888981291467,897799.6388968661,518091.6857205037,466282.51714845333,145050.8309747663,0.0,0.0,0.8004889691340298,120005.65986027101,183122.10171180282,709037.5479358751,1623498.6576311686,0.360777479473593
74,18500.0,15725.0,9250.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3604676.197733906,0.8010391550519791,0.19896084494802074,895323.8022660933,2427,480935.2316899826,0.8842990636639243,1384326.212112206,1313227.7053864584,69167.41425210821,2074.651108339806,1850.0,17575.0,6833.40984198128,2697553.9174986645,83.51209573204824,5550000.0,5550000.0,8957218.557151213,718750.3910582842,0.1993938849514776,0.00319479799986766,1499.2888981291467,895323.8022660933,516627.81034406525,464965.02930965874,145050.8309747663,0.0,0.0,0.8010391550519793,120005.65986027101,183122.10171180282,718750.3910582842,1631894.012914783,0.3626431139810629
75,18750.0,15937.5,9375.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3607151.8053536657,0.8015892900785924,0.19841070992140752,892848.1946463338,2420,478303.0404657198,0.8849323027555845,1386958.4033364686,1315703.313006218,69298.37502883177,2101.759031418947,1875.0,17812.5,6922.6969262667135,2702661.7163426867,82.55393336509603,5625000.0,5625000.0,9078262.05116677,728463.2341806934,0.20194970256020892,0.0030802839999068965,1499.2888981291467,892848.1946463338,515163.99130433606,463647.59217390243,145050.8309747663,0.0,0.0,0.8015892900785925,120005.65986027101,183122.10171180282,728463.2341806934,1640289.418901436,0.36450875975587466
76,19000.0,16150.0,9500.0,4500000.0,1199.4311185033173,2231771.519262632,1924938.4168870044,4156709.9361496363,2291448.4923474477,3609627.303744032,0.8021394008320071,0.19786059916799273,890372.6962559673,2412,475671.41119036515,0.885565406656453,1389590.0326118234,1318178.8113965844,69429.31873909156,2128.4191711476715,1900.0,18050.0,7010.509118143272,2707768.8440084076,81.62097903384424,5700000.0,5700000.0,9199305.545182327,738176.0773031027,0.2045020206206443,0.002685473999918031,1499.2888981291467,890372.6962559673,513578.082054285,462220.2738488565,145050.8309747663,0.0,0.0,0.8021394008320073,120005.65986027101,183122.10171180282,738176.0773031027,1648574.9436987995,0.36634998748862213
